WW_Type,Volume,COD_in,BOD_in,pH_in,Voltage,Power_Density,Coulombic_Efficiency,COD_out,BOD_out,pH_out,Reference,Category
0,779,2486,1642,7.696595630772173,1.517,281.75,30.88,306,152,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6768,6542,4061,7.0174967731269735,0.816,418.94,15.62,992,494,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5700,5457,3175,6.7568747677839625,0.932,438.46,16.78,938,450,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7052,2457,1421,7.317029973598828,0.843,201.26,12.44,432,207,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5837,3247,1845,6.977304358930105,0.448,644.76,25.63,389,165,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4331,2812,1531,6.099856647790371,0.571,219.91,10.48,985,490,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8773,5290,2785,6.490367575001725,0.824,1011.34,25.14,894,387,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9173,4235,2152,6.21461646567113,0.771,463.62,18.31,1027,457,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7828,5247,2774,6.613211324296609,0.709,1437.11,28.66,542,203,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6118,3285,1815,7.727250250560932,0.852,487.09,22.69,629,293,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7184,6670,3729,6.863239537654194,0.893,482.47,22.86,2913,1516,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1702,4704,2734,6.094198889438223,0.507,271.77,11.36,1526,805,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8624,6578,3475,6.778174822262567,1.132,766.5,27.79,895,368,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1456,2942,1553,6.843668803264552,0.846,1110.51,20.72,469,201,7.0,Estimated Synergy (Co-digestion),Synthetic
0,7186,6481,3984,6.795919110361257,1.301,899.02,25.24,874,417,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5433,7217,4451,7.161392679816854,0.645,2061.81,38.21,817,370,7.1,Estimated Synergy (Co-digestion),Synthetic
1,2953,3936,2652,8.677278532608117,0.66,359.22,12.77,1099,661,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2035,7890,4061,7.536583430278817,0.873,1079.34,11.55,1938,875,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4936,3862,2630,6.013204827011359,0.351,514.06,13.66,559,302,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6990,7909,4467,8.5709065059869,0.652,1009.5,12.45,3015,1569,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1228,3360,2098,6.112295932359211,1.376,176.88,20.51,663,351,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2837,7493,4724,6.490403814318832,0.873,1364.36,35.72,1624,882,7.2,Estimated Synergy (Co-digestion),Synthetic
0,4485,5974,3449,6.928965823141383,0.439,475.92,26.01,1069,513,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3826,4042,2583,6.766508472717192,1.532,1793.83,33.99,609,312,7.4,Estimated Synergy (Co-digestion),Synthetic
0,3172,5826,2940,6.523666486070895,1.676,638.18,29.54,1071,452,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3605,3084,1887,7.885918469890703,0.897,252.14,18.24,1084,607,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6894,7291,4157,7.658005608578932,0.757,846.0,23.09,2354,1217,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6312,6687,3729,6.430808176964135,1.152,2534.31,29.15,744,303,7.3,Estimated Synergy (Co-digestion),Synthetic
1,2670,5737,3877,8.939409489312464,0.563,439.49,14.01,1911,1175,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7553,3447,2116,6.505242320415423,1.396,1032.09,33.76,428,199,7.3,Estimated Synergy (Co-digestion),Synthetic
2,9549,2054,1052,7.966468870599003,1.134,696.44,24.94,233,88,7.1,Estimated Synergy (Co-digestion),Synthetic
0,1363,7951,5295,8.038655586855555,0.636,745.39,21.87,1758,1012,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2128,7857,4178,7.955737820198856,0.536,1041.04,15.82,3204,1578,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5037,7079,4138,8.892666834261835,0.927,1457.65,22.78,2325,1235,7.1,Estimated Synergy (Co-digestion),Synthetic
1,4771,7789,4980,7.064012479830931,0.865,1195.77,17.37,2328,1339,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9870,5994,3359,6.201555589571704,0.835,1343.02,26.99,1093,511,7.2,Estimated Synergy (Co-digestion),Synthetic
2,7613,7673,5096,7.909963678037363,0.839,2266.99,32.83,1202,645,7.1,Estimated Synergy (Co-digestion),Synthetic
0,3529,4745,3154,7.745581052053987,1.263,942.2,31.5,1109,642,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,791,5705,3365,6.84128958472073,0.761,1652.33,25.07,379,122,7.3,Estimated Synergy (Co-digestion),Synthetic
1,5054,2744,1743,8.702564489931383,0.722,282.03,10.39,1141,673,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9125,4190,2196,7.676496952664452,0.797,1697.5,23.77,713,307,7.2,Estimated Synergy (Co-digestion),Synthetic
0,5675,4655,2429,6.1184026892230055,1.107,328.58,22.33,631,256,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1332,4264,2572,6.137179844286818,0.787,234.12,19.53,2067,1169,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2151,7616,4316,8.479949326392177,0.499,476.5,18.07,2538,1309,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8877,5345,3318,6.908320777070077,0.848,2042.99,27.75,686,326,7.3,Estimated Synergy (Co-digestion),Synthetic
0,144,4750,2943,7.169684292638999,0.943,734.71,21.76,450,190,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,8843,6138,3988,6.943671348076884,1.278,1447.22,27.97,600,270,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5249,7311,4503,8.0459923418422,0.959,1808.56,31.02,904,422,7.3,Estimated Synergy (Co-digestion),Synthetic
1,3273,3473,1793,7.570116442412913,0.905,383.22,19.08,626,269,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1704,2869,1538,7.940324883245798,1.806,786.32,18.8,649,302,7.1,Estimated Synergy (Co-digestion),Synthetic
1,8402,4911,3285,6.7758563139314285,0.536,471.88,21.49,1669,1018,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3393,3393,1959,6.00052654757377,0.704,1212.1,20.79,895,458,7.3,Estimated Synergy (Co-digestion),Synthetic
1,9416,2568,1606,8.743586290910592,0.356,241.03,10.9,994,573,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7388,6094,3771,8.651571790799878,1.535,2707.55,29.03,1221,642,7.1,Estimated Synergy (Co-digestion),Synthetic
2,9313,2109,1351,6.068730179673478,0.869,743.87,33.08,543,307,7.2,Estimated Synergy (Co-digestion),Synthetic
1,7832,7759,4474,6.004277184862598,0.67,1021.46,17.24,3429,1843,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9943,3916,1968,7.252687858344048,0.762,555.29,22.63,1227,557,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9421,6350,4246,7.083668205702859,0.522,1120.33,14.81,2712,1686,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9518,7345,4250,6.538483881727944,0.381,1031.23,21.27,630,237,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9729,2094,1111,7.445063305984614,1.077,624.97,15.55,298,125,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7757,6275,3395,6.122319823024115,1.334,1605.65,17.61,1468,692,7.1,Estimated Synergy (Co-digestion),Synthetic
0,5508,3948,2300,7.447426333253498,0.985,997.59,15.02,328,122,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2391,6199,4189,8.687803488875707,0.458,397.45,14.85,1843,1120,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,9072,2945,1709,8.901047966396918,0.957,561.69,16.7,878,458,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5143,4257,2194,8.677111111952588,0.589,216.39,20.35,1053,476,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2994,5185,3428,6.779749421573171,0.798,876.68,28.12,512,235,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8663,2678,1475,6.470501099689089,1.426,482.33,35.22,327,136,7.3,Estimated Synergy (Co-digestion),Synthetic
2,5699,6682,4472,6.474183900874948,0.573,2648.09,19.55,676,318,7.3,Estimated Synergy (Co-digestion),Synthetic
1,215,5613,3562,6.1296598117648715,0.734,295.93,16.96,2561,1518,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5931,7963,4816,8.449344126229715,1.187,933.08,13.64,1844,971,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,473,7306,4361,8.779443302134208,0.879,1809.97,20.88,2321,1254,7.2,Estimated Synergy (Co-digestion),Synthetic
2,8661,7731,4646,6.636964454552145,0.655,3058.61,36.29,1309,647,7.2,Estimated Synergy (Co-digestion),Synthetic
1,4224,7051,4002,6.367857661372315,0.491,903.64,12.47,2338,1207,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2320,7123,4087,7.776321640413128,0.583,525.01,11.34,1484,729,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7442,4206,2489,7.868628447061811,0.525,562.05,12.99,1350,724,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,720,7507,4572,7.663365683599918,1.178,785.4,26.23,1864,998,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8776,6264,3528,6.482866462370188,1.068,2548.35,29.75,1111,520,7.2,Estimated Synergy (Co-digestion),Synthetic
2,7247,3788,2235,8.275665685400373,1.181,1357.45,26.25,545,255,7.0,Estimated Synergy (Co-digestion),Synthetic
0,8597,6904,4175,6.342258931317293,0.534,1498.11,30.61,1007,483,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6766,5837,3515,6.579613454645554,1.531,436.99,14.24,963,474,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,5051,6885,4814,6.8964607044342525,0.544,542.1,21.67,1880,1170,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3822,5693,3671,6.494839982274565,0.616,438.41,19.62,2698,1629,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3620,3249,2175,6.488748314295872,0.729,168.17,20.86,607,341,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,8446,5240,3167,7.823760175394639,0.839,1454.44,26.1,1233,650,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3746,5397,3436,8.890180135109548,0.711,1339.06,25.27,1183,650,7.1,Estimated Synergy (Co-digestion),Synthetic
2,2427,5040,2937,7.734284722379126,0.896,1077.55,22.66,665,299,7.3,Estimated Synergy (Co-digestion),Synthetic
2,7298,3620,2399,7.269354592643191,1.848,1242.49,31.21,322,141,7.3,Estimated Synergy (Co-digestion),Synthetic
2,5276,5393,3350,7.467539884641109,0.71,1471.19,29.28,358,122,7.0,Estimated Synergy (Co-digestion),Synthetic
2,7577,7998,5143,8.709624974950216,0.677,2256.36,26.29,1940,1093,7.3,Estimated Synergy (Co-digestion),Synthetic
0,9587,2054,1413,7.7088903128099915,1.004,416.93,24.9,499,300,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5580,3251,1641,8.263618598086163,0.697,1310.99,28.5,764,336,7.1,Estimated Synergy (Co-digestion),Synthetic
2,9957,2129,1401,7.404812790793478,1.513,935.0,33.17,137,48,7.2,Estimated Synergy (Co-digestion),Synthetic
2,9925,6001,3205,8.488753414090294,1.151,3101.24,28.84,1662,791,7.2,Estimated Synergy (Co-digestion),Synthetic
0,6350,3683,2378,7.108080211834917,1.297,678.72,17.28,622,330,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3323,7441,5019,6.866830253894561,0.965,1365.11,28.28,866,433,7.1,Estimated Synergy (Co-digestion),Synthetic
2,1741,4441,2758,7.443730366130509,1.588,914.47,28.96,228,59,7.4,Estimated Synergy (Co-digestion),Synthetic
1,7798,5046,2791,7.224703862465869,0.774,840.1,14.82,1839,933,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4288,6100,4029,7.4298215444624525,1.67,1820.99,26.76,486,200,7.4,Estimated Synergy (Co-digestion),Synthetic
0,5977,5204,2792,8.333670427176525,0.567,1009.2,19.65,958,430,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5465,4550,3035,7.31332893317503,0.596,2084.16,37.01,230,62,7.1,Estimated Synergy (Co-digestion),Synthetic
2,5810,5500,3447,7.281741588695113,1.84,1833.7,29.81,825,413,7.4,Estimated Synergy (Co-digestion),Synthetic
1,808,3621,2392,6.64635983086693,0.631,231.98,19.11,1223,736,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9766,4472,2884,7.647660299660592,1.075,1939.39,36.03,637,324,7.1,Estimated Synergy (Co-digestion),Synthetic
2,8934,3680,1894,7.495325521304983,1.244,1480.62,26.25,363,130,7.4,Estimated Synergy (Co-digestion),Synthetic
2,8903,7167,4972,8.117586182688768,0.948,1420.26,20.25,1624,978,7.0,Estimated Synergy (Co-digestion),Synthetic
0,6361,4417,2724,6.19999665382747,1.181,662.02,23.16,640,313,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,2070,5719,2940,8.045349363637037,1.396,2032.01,24.56,952,401,7.0,Estimated Synergy (Co-digestion),Synthetic
0,2201,7231,4349,8.12733108887332,0.837,382.62,26.44,1495,769,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2451,5099,2581,6.320144915605127,1.071,725.21,14.26,884,370,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6444,4870,2526,6.606842302618128,0.793,1045.18,14.73,412,138,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6769,4605,2927,8.41918588000495,1.295,1076.98,23.33,797,418,7.0,Estimated Synergy (Co-digestion),Synthetic
0,1468,5800,4052,8.062634716584991,0.389,949.14,17.94,1372,837,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6917,4065,2340,7.900015745527768,0.828,407.85,12.55,1104,565,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2354,3506,2409,8.430997522727507,0.693,710.31,28.23,594,336,7.4,Estimated Synergy (Co-digestion),Synthetic
2,3072,3514,2288,6.8197092583918435,0.95,1128.86,35.66,214,71,7.1,Estimated Synergy (Co-digestion),Synthetic
2,1711,5167,2591,8.490196116587338,1.33,1361.52,17.93,1263,555,7.4,Estimated Synergy (Co-digestion),Synthetic
0,6144,2711,1673,6.849983215834879,1.736,300.96,23.94,162,50,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6944,7963,4032,8.708738675900307,0.531,2284.49,17.02,2406,1097,7.4,Estimated Synergy (Co-digestion),Synthetic
0,6489,6207,4090,8.668771924100595,0.835,1290.24,19.91,1668,976,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3081,5554,3126,6.491440990782946,0.598,889.98,26.49,1076,511,7.1,Estimated Synergy (Co-digestion),Synthetic
0,7685,6122,3231,8.918438584410644,0.776,1348.14,13.45,1756,829,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6083,3869,1995,7.0470561376273295,1.904,655.39,32.24,126,19,7.4,Estimated Synergy (Co-digestion),Synthetic
0,1925,5307,3163,7.862124679005177,0.456,632.15,25.84,1021,513,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3109,5819,3724,6.672572096518197,0.682,593.51,22.02,2609,1558,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8862,6859,4320,6.732718404264528,0.835,566.86,17.94,1911,1074,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7813,4612,2312,6.889971528354183,0.52,756.45,22.64,1980,923,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3658,5860,3033,8.536929361158961,0.677,772.93,13.09,2528,1217,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6505,4559,2596,6.01769082011036,0.553,1573.85,25.96,809,383,7.1,Estimated Synergy (Co-digestion),Synthetic
2,433,4562,2369,8.933734687772082,1.031,1004.07,26.17,1343,626,7.3,Estimated Synergy (Co-digestion),Synthetic
2,569,7589,4246,7.406678956526352,0.614,2432.95,25.66,421,108,7.3,Estimated Synergy (Co-digestion),Synthetic
0,4242,5623,3392,7.334487772793877,0.838,1211.76,23.64,505,202,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6604,3017,1737,6.553881620211946,0.741,250.99,18.02,1300,696,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2767,7416,3946,8.790920738960665,0.605,639.56,13.85,2803,1373,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2315,4790,2469,6.672629436626529,0.709,580.53,9.41,1340,617,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9827,2813,1549,6.001269385680457,0.589,444.69,30.99,500,228,7.3,Estimated Synergy (Co-digestion),Synthetic
0,1088,4466,2893,8.748561444221663,0.813,531.35,13.33,1105,629,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6728,2076,1056,8.86849705166481,0.762,195.0,19.65,573,260,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5504,2946,1669,6.107427883253192,1.39,628.11,24.57,686,338,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8006,7359,5022,8.191596063016087,0.805,1092.42,17.78,2607,1628,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,246,2316,1196,6.8721145677131465,1.143,190.61,19.11,276,106,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,535,5351,3519,8.115133415476603,0.732,435.18,22.61,960,525,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1106,2992,1913,6.152497992640046,0.474,143.64,18.67,935,540,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6207,6506,4206,6.702506058589927,0.554,505.55,15.83,2324,1376,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4798,2364,1575,7.84525489946305,0.77,215.2,17.44,648,384,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1537,6760,3586,6.517362259345383,0.641,501.69,18.96,2393,1161,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4378,6550,3521,6.012181758860627,1.369,1563.72,22.35,1214,547,7.3,Estimated Synergy (Co-digestion),Synthetic
1,9366,2153,1369,6.664355821280129,0.359,375.94,13.07,901,532,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5718,3495,1795,6.158019468616352,0.879,761.35,19.44,738,325,7.1,Estimated Synergy (Co-digestion),Synthetic
1,6460,2478,1678,6.627546758740422,0.441,287.58,17.34,624,372,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2424,5039,3358,8.252369024845525,0.507,684.19,14.01,1107,637,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7623,3341,2080,7.0641749038425825,0.395,430.22,22.55,974,544,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,717,6454,4452,7.809941713337766,1.722,1308.21,33.45,673,331,7.3,Estimated Synergy (Co-digestion),Synthetic
0,7254,6879,4352,6.647433559255974,0.923,1596.27,32.57,1524,834,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5201,4589,2661,8.220429620282859,0.641,790.97,21.04,858,417,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6457,3445,2016,7.004483554666052,0.683,502.39,9.7,722,362,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4642,5918,3419,8.25486165253444,0.565,823.96,11.46,2310,1232,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4187,4511,2784,8.528821919631785,1.185,973.77,18.02,1123,609,7.1,Estimated Synergy (Co-digestion),Synthetic
2,3536,7048,3836,7.13896204760602,1.096,1795.42,35.6,785,312,7.2,Estimated Synergy (Co-digestion),Synthetic
2,6071,5514,3303,8.961069245944426,0.794,1626.13,19.33,1577,846,7.1,Estimated Synergy (Co-digestion),Synthetic
2,4168,7053,4588,7.299958470698691,1.349,1041.94,21.52,324,73,7.0,Estimated Synergy (Co-digestion),Synthetic
2,7545,6223,3550,8.669174222999908,0.941,2270.46,31.67,1441,715,7.2,Estimated Synergy (Co-digestion),Synthetic
0,6844,3041,1890,8.693322204765153,0.758,349.4,11.88,858,476,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1099,3334,2033,6.808908495650028,0.782,229.59,19.18,1041,574,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5225,4020,2221,6.599580891822597,0.573,1511.07,31.33,446,180,7.1,Estimated Synergy (Co-digestion),Synthetic
0,6807,6360,3902,7.47987652826267,1.221,581.54,24.27,1092,553,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9705,6452,3519,8.416073010485327,1.065,1131.57,16.06,1326,617,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8806,2220,1432,8.978576325553888,1.175,437.85,18.72,674,391,7.0,Estimated Synergy (Co-digestion),Synthetic
2,6533,5535,2868,7.006543038237962,0.777,1346.17,20.55,494,169,7.1,Estimated Synergy (Co-digestion),Synthetic
0,9780,6258,3908,7.427949164581641,1.411,740.86,28.46,596,255,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7736,3365,1777,7.311267360418112,0.744,807.17,31.46,90,17,7.2,Estimated Synergy (Co-digestion),Synthetic
1,6659,3623,2172,6.194112590519554,0.405,508.78,13.52,1338,737,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6206,7238,3729,8.759704099310763,1.081,1722.52,24.72,1772,801,7.4,Estimated Synergy (Co-digestion),Synthetic
1,9155,7137,4812,8.192204707217059,0.534,922.22,10.99,2072,1253,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3242,3833,2130,8.58772306218437,1.637,654.77,29.86,807,384,7.3,Estimated Synergy (Co-digestion),Synthetic
2,1844,4039,2685,7.43860933512908,1.236,825.62,34.55,331,140,7.2,Estimated Synergy (Co-digestion),Synthetic
2,3716,7180,3599,7.58668189959553,1.127,2718.93,29.36,475,130,7.1,Estimated Synergy (Co-digestion),Synthetic
0,3281,3481,1841,6.689968839874336,1.216,197.61,23.35,437,175,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3314,7564,3937,6.937709200568872,0.849,765.35,11.19,2988,1437,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7831,4396,2325,7.7734650138682175,0.886,662.4,11.81,927,420,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3436,7159,4132,6.257130280314852,0.406,374.18,8.57,2956,1582,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,821,3154,2166,6.721646544643761,0.756,600.82,15.96,384,199,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3183,3543,1834,6.306489701718666,1.655,1042.68,22.43,744,330,7.2,Estimated Synergy (Co-digestion),Synthetic
1,9064,2482,1703,7.43531051412263,0.72,374.06,16.02,488,284,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3634,3872,2502,8.866235082237088,0.768,435.57,17.15,1756,1060,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7763,6435,4369,6.415112585440915,0.772,1022.44,13.33,2376,1482,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8688,3957,2543,8.377773420589634,0.611,635.73,16.2,1480,875,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7333,2638,1556,6.038930011950717,0.692,170.39,18.34,1052,574,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6221,3028,2084,7.630109661731955,0.563,711.45,14.57,391,206,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9595,2131,1088,7.828339221527017,0.714,391.45,26.69,435,189,7.3,Estimated Synergy (Co-digestion),Synthetic
